tax_income_tax_year,tax_income_state_ut_code,tax_income_district_lgd_code,tax_income_pan_hash,tax_income_aadhaar_pan_linked_flag,tax_income_return_count,tax_income_total_income_inr,tax_income_taxable_income_inr,tax_income_total_tax_liability_inr,tax_income_effective_tax_rate_pct,tax_income_tds_withheld_inr,tax_income_self_assessment_paid_inr,tax_income_refund_amount_total_inr,tax_income_capital_gains_net_inr,tax_income_house_property_income_inr,tax_income_business_profession_income_inr,tax_income_tax_regime_code,tax_income_audit_selection_rate_pct,tax_income_processing_time_days_median,tax_income_data_extract_date
2025,DL,321394,9fbbadbe2919d84fc0f6411d29d266da5408f59f7995173d3d95d582bc2df5a3,1,186506,1979215,1418272,335962,23.69,351255,0,15293,346846,202490,703656,NEW,4.92,31,2024-03-18
2020,AN,290297,0b051c1aed139ad1e146a8ce328e5cd527472192488fad67c1d6012784ba42c5,1,173525,4106676,3229482,216563,6.71,150655,63746,0,212748,-65961,811959,OLD,5.23,96,2024-10-17
2024,KA,118605,0842b2be73b7f02dde6ddc3cd599171458bfb8aafed228fcb443d55155693abb,1,57256,1366409,1119725,85423,7.63,74519,7376,0,252630,448690,556565,NEW,2.75,38,2024-10-13
2021,HP,099615,2d412d2a69344b546fde2ed65019255a196796d4c10a48197b9815203e099fb7,1,49103,3611700,3417330,609718,17.84,533982,4147,0,610845,-67242,400844,OLD,5.1,17,2025-10-06
2019,WB,282263,a0a7ef13da7131bddef9812fb4cd60a4e49cf6fc572a2d747b374d3e0481fdad,1,14723,4684726,3366812,729943,21.68,657957,43721,0,366298,424902,492370,OLD,3.84,58,2024-12-22
2019,HR,083328,592fe18d5dcbb01bee0666d6ed40571f9f7442dba7bb841c00856810cf67b8c8,1,81817,4941443,4576346,1433670,31.33,1112701,140155,0,1105616,397662,286758,NEW,2.39,84,2024-11-23
2022,MP,135031,92cdf2aa220c30db47e972fe76c6e1471e87583d781785f994812dc73b98f2a2,1,35004,2793077,2729070,91539,3.35,54135,28204,0,545009,-34403,556086,OLD,5.44,65,2024-08-01
2020,HP,095259,fde9eb678c235fba0ef2de1b015cb5c25f031179ce32da3f935ceca5ff9639b0,1,186155,2917223,2029720,354856,17.48,263582,80679,0,380065,276318,674918,OLD,3.07,9,2025-03-23
2018,SK,229908,145dc9ac2838eb74cd839b98f9e2e00d90cb6cf7917f74eaec9da12919ad79dc,1,179595,5309173,2982334,942297,31.6,1111728,0,169431,109746,76045,346760,OLD,5.11,4,2025-05-03
2021,KA,114041,b8edac47ec6e70a06299699997bcdb805697423f729d35dd80aedc2b576d9db8,1,165893,3354138,2716448,96398,3.55,59544,36114,0,369476,57348,172981,NEW,4.89,88,2025-01-30
2023,TS,240121,50d5f93cdcea7dd1e6221b34a3a069c377db6adce496994d418bedaa8274748f,0,57024,2198378,2063328,642153,31.12,629221,748,0,181284,66646,386262,OLD,0.67,119,2025-04-29
2020,LA,344227,ee1b503145acab05835edb03d728287c583633164e72ebeec1400621ec14dd0c,0,138317,1756795,1006568,148868,14.79,172059,0,23191,115265,15842,183898,OLD,5.24,27,2025-11-18
2025,CH,305564,2236f4811a67cd079a91563a6f3c9f1984e1994022e64f6b86a866e92ce7750b,1,98759,4313744,2738254,628606,22.96,536203,83452,0,694052,427960,1114752,NEW,1.06,115,2025-11-09
2024,LD,355168,48232082432cb7901c4add8f2f316530c1a4ee2168c0c4bd1c82d0794f7809bd,0,55389,4316280,3628889,493844,13.61,390862,77413,0,994611,-95558,1018429,NEW,4.9,60,2025-03-23
2022,AP,015122,14798361685eb5af3c96b3b095cb4834a86e910494425c2ce3f45b3beebf2150,1,107379,3295818,2960141,796674,26.91,395684,60465,0,120754,81941,240982,NEW,4.56,19,2026-01-15
2025,MZ,179226,c072883290d4db2a3c291c8619373573634d6373bbfc01899272b6cbc82bbcf2,1,33898,1080513,634536,184475,29.07,184957,0,482,200337,84508,6455,NEW,4.45,34,2024-10-25
2021,HR,088074,258911a0d71b24d253ff299a36d0ef2947e7b64f76866d44b52c3f1ad36af219,1,192042,1094844,773405,41247,5.33,46575,0,5328,170170,118772,317674,OLD,5.53,115,2024-01-18
2019,LA,342517,7da2f6a9f53563950fe69bfef9770406b7122efcefca5a5c316fb99e183214ac,1,33602,1572495,1026300,245406,23.91,290695,0,45289,262226,51646,546911,OLD,3.64,40,2025-08-26
2018,UK,263552,26294bfbbcc877f7ecbda51ec70a87376c469f97283cd2633ef9707efd3e5f8d,0,60994,219866,212148,1407,0.66,789,37,0,46456,258290,48309,OLD,2.1,101,2025-08-28
2025,KL,126675,2cf2ff398b44b9011795d56886bbbaf93e3ba9eaeb51ea92cd167364673f3d9e,1,45061,2957537,2494568,221006,8.86,251072,0,30066,277604,402735,765929,NEW,3.6,76,2024-02-09
2025,RJ,214103,c67b5fe3396b72070cef593a60f70d8785ab99454ce79064eed3ea7063560042,1,104756,2576698,1944181,343633,17.67,239242,58679,0,373334,260000,1115117,NEW,4.21,97,2024-09-16
2023,SK,224284,b374b40cbb0275eea4cff63076b4b8f8eb273500b3ca09bb651b8f412908e8e3,0,134738,2404078,2213702,427301,19.3,382571,3430,0,166376,5689,830529,NEW,2.25,53,2024-08-02
2018,NL,181679,252a511056a0f94f88f11ea87456a845b235aa11607ae3068a714cbaa9efc994,1,191666,5619661,4390049,513132,11.69,297062,91843,0,399293,448261,844154,NEW,1.6,16,2025-02-18
2020,NL,182543,635b426798b2fd9511a5ef4506eed895ded5dee0dfd7084fdc8040e723caf46a,0,78341,1551533,1461348,126465,8.65,75716,36014,0,199093,110933,593671,OLD,2.99,60,2024-08-13
2018,AR,027408,ac0b0ef66f224317d96d6146e0dc9a19bbae7f31ac09cdc5a565b670075ec2f5,1,41067,4881980,3186407,175023,5.49,156674,277,0,8909,56754,1204977,NEW,5.4,113,2025-08-08
2018,MZ,178429,ed54ed710921977ad6324a16479774828ce918d1bc745264865713e534407f00,0,5309,1272547,714860,54835,7.67,43202,7432,0,78934,268748,298883,NEW,3.82,119,2025-03-23
2019,MP,137847,6ba767ff6d9c496fec6cdac51505c7e71d79bf49f93c505b80a4a2f2bcc9a038,1,119979,3728630,2738147,114105,4.17,133676,0,19571,141341,435601,1160880,NEW,5.39,50,2025-11-13
2022,CH,303078,a43b0f4b41bb060db0addef406f47ce657850f540f67a06945c7b5045d808860,0,195832,5186248,3307992,276459,8.36,169074,57630,0,155416,63072,1002337,NEW,2.9,17,2025-10-18
2018,DL,321366,76d270c8fbd5e25e4660be8ddb2fd6cf57ecdf6c7b9d92abc6559c6171317fcd,1,13657,5051162,4593346,1207174,26.28,1330824,0,123650,485705,-5595,2002016,NEW,5.69,28,2024-08-23
2025,WB,281596,7086b51bf618df09984d57746e3045f68a5727a85a700ee6ef67c813fc1c8647,0,199235,3606524,2810048,258544,9.2,198659,43766,0,94095,325617,271491,OLD,4.77,47,2025-03-11
2021,AR,023934,f225ed3a6de1d211a464d7e3a6f651bc589d08a6676e3143a029957f15992446,1,53332,1362315,918371,266750,29.05,135413,69573,0,52547,151989,258650,OLD,2.19,117,2025-04-30
2020,DH,315177,200bdd8fc4ee68be786dc62da34d9aa60e1b97eb692c589ff2b27689a1e7d109,0,181771,2357747,2081034,163305,7.85,96562,33991,0,394165,293966,68819,OLD,2.74,65,2024-12-26
2022,MN,158929,dece5f0cf4a31cfef2f6919efd0c1991cb71878f689c538dd690898b8245bde4,1,14773,2634236,2045644,322042,15.74,323510,0,1468,428947,138733,836178,OLD,5.99,60,2026-01-27
2024,MN,158988,e8c18076fdb04cb35d02a60240a9cdd658ea622e427578979954fc0123b03992,1,178455,5097815,3905954,209446,5.36,222286,0,12840,1204382,-99783,620061,OLD,5.73,98,2024-02-21
2020,LD,350027,aed5db875dc8f93995050fca68e1c0dc16446bf8cd3657d7950d65fef7759f83,1,66700,2358235,1480357,44410,3.0,19169,9299,0,542555,86163,451463,OLD,2.52,23,2025-12-22
2018,DL,327075,2061c5b1cc003c6ecfbdb3a5109c5d15c8c68e3aaed29d324fc457d409213b39,1,55691,4977188,4867403,974322,20.02,709329,110099,0,1087441,367823,1985216,NEW,5.02,36,2026-02-02
2018,AR,022987,657a70a6d3ed4e9027ce7ce3166004ce58f104226aef5c9000ed9c22dff3fd59,1,42080,5717030,4764445,514965,10.81,409571,84395,0,987551,413575,479250,OLD,5.47,90,2024-10-15
2024,MP,131978,9f59a06d7edec0e8c1ed4913f7328e623f1d9db2330bcfe602a9d4092fbc0ea4,0,27594,798689,732856,80924,11.04,72186,4761,0,53230,87423,809,NEW,1.59,49,2024-08-20
2018,UP,275550,b8cab9cb018faa16ac3e5c0a739f4a3d51fdaa7d0fe791e8d59c014652c0b2f0,1,159884,5623830,4930326,643312,13.05,592164,35129,0,250482,275133,1463061,NEW,3.15,72,2024-02-02
2023,PB,200339,1272380735958d163e20973195953718d457dd8e6d1216053d194ade4d93c194,1,14802,3468620,2657870,661498,24.89,704129,0,42631,823292,-65363,682955,OLD,4.57,99,2024-04-12
2021,JH,103340,8e1d7f05cb949b40e13c971a6555d2d47bf4b1e77c8a3b5811a967a5ccc18a69,0,93215,3665170,2031180,259823,12.79,160755,9447,0,879300,3854,90648,OLD,0.55,89,2024-07-02
2024,OD,195522,4d81d30e4c8789363c63cca4c177ba5ae7f2e22aa0a6498d24f4725bd269f029,0,189770,1937835,1621324,48639,3.0,23810,13204,0,244377,278056,258333,OLD,4.85,65,2025-10-17
2018,DL,322720,91525ca590cf7f9c780ad4a262371b61b690eb2fe5fd90e086da3a3d4892dd06,1,81595,2103283,1247919,111315,8.92,61133,41110,0,288367,-96328,226308,OLD,1.35,10,2025-08-31
2025,HP,095933,33c9d07d57ab4d0dc4cbb7c3031fda97b202d4db35400d57a91071134bb1ffa6,0,165588,3313884,3192695,588609,18.44,676592,0,87983,4451,305873,388646,OLD,2.93,103,2025-12-01
2023,UP,274600,ac249354ba5d3376aee1aef9f2dc5d0b1ac5102f5f8c83f020c3cb8ecb191829,1,138772,1314017,863550,274536,31.79,229881,42897,0,48810,428976,466933,NEW,2.31,13,2024-09-06
2021,UP,277994,83e468228caa69225d9dfcf92e2265fd51334fcb66d597de5f6eae536040ffef,1,159273,4350293,3079803,141076,4.58,81157,45557,0,593808,-79525,596587,OLD,4.47,10,2024-08-22
2019,DL,321815,1dab63bb6d44c764bee7635a743ed8da96021cbfd2a2d9e86a4a38851c005e5b,0,189492,4051254,3189027,330078,10.35,339548,0,9470,184122,211845,892620,NEW,1.48,28,2025-10-06
2025,KA,110571,ddc5687c041f8c7753b79c23e8174758fe130bfff3261ed020b337a22bc9c514,1,20476,199769,153047,23781,15.54,20680,2586,0,23908,81734,23869,NEW,2.85,36,2025-03-07
2020,HR,085296,810cd2380fb10f8a08ffd17aa6c30f6c4c7322f6c221f20b7f7608fc54c3eac7,1,61007,1382847,1150132,347668,30.23,241233,27086,0,274811,246615,591503,NEW,1.67,95,2024-02-15
2021,PB,202568,faa9c07d6ed0e8487db8b1403d871978f25a8de9d55bf94a05faaa318afa204c,1,64969,3154369,2797554,97061,3.47,40245,18767,0,631487,390423,1098970,NEW,0.42,68,2025-09-08
2021,PB,207066,8bc08b2741afdd77aa8172812be14c0275b8074a1e6223e01bc24c229d7e5511,1,14283,4491622,3933703,999251,25.4,1025460,0,26209,967560,-74004,855551,OLD,5.08,111,2024-03-16
2019,MN,150932,2ef301f612f9b1fcd33fd7a1a9efd48cea99a9e64f5aefaf62738411cdd1bc30,1,22136,1856634,1746121,403957,23.13,393435,4002,0,109407,261579,607383,OLD,1.42,17,2024-01-18
2021,AN,295752,7942cc9684ab07f644090b3fde0a1f34739e64e79cf747722f4d635667859698,1,22846,5337547,4014177,393630,9.81,239990,5505,0,576318,-15812,756177,NEW,1.47,117,2025-12-29
2019,AN,299898,98dbba174df4668b12a71bd592e227f7df9098d67c0134abe06ebf99d28333ef,1,189982,3273963,2552690,632049,24.76,387127,184055,0,513067,184335,121147,NEW,0.38,59,2026-02-15
2018,HP,090931,a3e2d28d1fa38400d5d707e74c6fccf79d3d853fac8b66468e86bf6c93c8b5f9,1,171585,3303072,3058159,562577,18.4,347217,172838,0,479842,132044,639920,NEW,3.07,72,2025-07-11
2020,AN,293018,946712651a7bd3e9fa5fc7f467df84b6c0ed4967b5454c3deaf2c1e3d8a9bef9,1,118097,792576,532137,29179,5.48,27321,396,0,197960,167344,201364,NEW,1.69,5,2024-09-11
2018,HP,098444,fbbf6c11c01bd12443764e122b0516d9e745617423765e1e627b9d73660982dd,1,169325,3825221,2508372,229357,9.14,145720,40973,0,264209,316465,601361,OLD,3.44,88,2024-05-09
2021,MN,155335,03518124ec683bee15b93fa836fe77508dbc8fcbcf596e3c266c1b6b61801a54,1,69428,4932763,2732371,287087,10.51,186115,67852,0,87975,226797,891312,NEW,4.37,62,2025-01-12
2024,AP,011749,801c0cde5e09ee071f202e07e077ed1ec1212d4e5ff4bc10b001112dc24658f7,0,95597,1386521,1202871,124340,10.34,87199,27578,0,134444,77421,445756,OLD,0.37,90,2025-02-12
2019,MP,132131,cc7f135da5b9dbf8c20ab4f9790576a42eff83be491cf9f58413316afd9fbc4a,0,176821,3330460,2816442,672670,23.88,796549,0,123879,431305,252221,1342013,NEW,1.28,110,2024-02-09
2018,LD,357648,ae125ad969833bf81cfc78e7babad0d2ebd5663871a02b5aa7dfaee3d396e272,1,30380,187394,125364,26488,21.13,20344,1232,0,18141,220360,75397,NEW,2.41,28,2025-06-05
2018,ML,168608,23d0fc24c82730d888d4eacbf6686ef02cddb46e624ac81680022e09d4f77d8d,1,30104,1384721,838952,220102,26.24,154489,16188,0,110557,-80764,358727,OLD,5.29,113,2024-02-06
2022,UK,263605,467a547941b9fe21abbf6d2bd22d5f771057a42e3aa728d2cd530ff552597768,1,105771,565213,321203,52502,16.35,40742,10041,0,36351,229655,160108,NEW,0.75,59,2025-01-22
2020,BR,044738,6b0934d70cc9cf1f7d4b1807ea75752fa2307218aa6f114f90e62b6b41b69bf3,1,51289,4652655,3534999,396521,11.22,386751,949,0,497234,70464,1115544,NEW,4.49,40,2024-03-28
2021,TN,237827,61166a162af5e2e8ed88b21a073dbbb9b7a5be233febde9d9928c55a32ccf02a,0,134015,5974724,3783179,113495,3.0,125633,0,12138,1029448,-36598,998113,OLD,5.73,85,2024-02-08
2018,MH,141769,897569131174c3f8aeb687a918c62bf10e79cc2bcde8427f16d74f4ea05e833d,1,127546,371027,330644,84051,25.42,100242,0,16191,13808,180191,123244,NEW,0.56,3,2024-09-09
2020,UP,272062,0bbd3ce720a71b8a5ed18b914f0a15b4bc1f42594176fe1fe2816e67d5225729,1,67115,4258064,4081416,122442,3.0,96588,12008,0,921374,174468,213160,NEW,2.06,82,2025-04-08
2021,LA,347744,5cb4ed40208d1f472fdee6a1d5323bb6785a788c4e30da6959235735b3f8e82b,1,24052,3618016,3198505,308555,9.65,237005,42374,0,579897,296294,1455550,OLD,4.64,109,2025-12-26
2021,PB,201866,5d589664dfbaf6416a732581e7ed0fd178d0ffbd770db3a502251a13c1a596fa,1,17421,4256972,3900178,834804,21.4,554517,215226,0,114268,126517,543503,OLD,5.62,27,2024-02-14
2022,BR,047708,863dd7cb462d4a8d922b3605d91b6f8b4bd2aff0f78030c36fed4aed3428405f,1,89142,3085305,3011383,736387,24.45,753525,0,17138,18141,303381,303809,OLD,1.56,69,2025-02-09
2024,NL,184970,5765e197460ea5b37ef9bbdbd549e632ed0d42f32ec954c277e30a15cb49a91a,1,65066,5949840,5167724,155031,3.0,143321,9649,0,76391,40804,733599,OLD,3.89,94,2025-08-23
2021,CG,059900,461a2290a95beec4f7bb7f691ace19cb30b16f3d6cf033429e9af199362bf04d,1,7747,381923,303227,58958,19.44,40721,15511,0,8628,225140,139506,NEW,4.42,70,2024-09-13
2024,MZ,170329,63050025c087e1043b608247fed03626c8dbe713bf91872623691ef81c081412,1,138424,1022792,918778,40320,4.39,32854,5924,0,164551,428803,123760,NEW,2.48,111,2025-09-26
2022,AS,039459,fd5912aecb87ed935391e4cf4f8f1427ee21892dd16a91f53570f56a43ac5052,1,191489,1610777,1276470,309310,24.23,174653,126215,0,378877,214319,441823,OLD,4.05,98,2024-12-21
2020,TS,242252,b832fb87b1ea256ee0deaa0e741afe91e85c14430dff7ce6f87d3687cad1eda1,0,195695,4727299,3479204,812578,23.36,776170,31755,0,157541,268412,729994,NEW,3.34,35,2024-01-06
2019,KL,120350,7642756c81204773595bf80f8f4f63f1074425a4931339b3f076aabb769d5b94,0,24440,601271,339103,81173,23.94,48841,24830,0,42740,89617,177604,OLD,5.63,49,2024-07-27
2020,HR,087240,2ac4204bdea6e8c8cd0f940c666d59d468d5bd9f5f2898d09942d834923467a2,1,38827,872953,721479,21644,3.0,14710,4017,0,188961,264963,232407,NEW,3.28,81,2024-11-24
2022,AP,015325,4a56f56da3a76c912b13c2cd4c3e5bd43ceb5d9e2820ba3920e1270b5442be3d,1,86966,4434463,4150359,742981,17.9,337681,327735,0,560597,355779,1991051,OLD,3.15,52,2025-05-06
2019,DL,328373,88c3c3913c00a255a1d59ae3f24ba037e8ceff78f8fc04c1796493da49bebc21,1,182996,2597956,2203209,169805,7.71,97790,70238,0,277417,377715,363532,NEW,4.05,48,2024-04-28
2025,DH,311083,bc0731f498767ff6143e3949c23bf2d6f777c307be93ef3c9497ed855d11e9db,1,115337,4278760,3096893,491348,15.87,273143,139066,0,506210,402348,673533,OLD,1.0,102,2025-02-03
2021,CH,300807,3b4f60e2ecc2184cc352c57a04c610b9ed2b89a30a36500afab0a1d39d54558b,1,91867,2294955,1871000,592380,31.66,585416,1689,0,58016,54830,205273,NEW,3.23,16,2025-09-11
2024,AS,035672,c7b31de442dc2b2c688fcfd25b9ccf423c2aa1e79aa18eadf9a0e5888b39312b,1,185219,672393,604865,17511,2.9,16733,192,0,36912,362400,140367,NEW,0.4,60,2024-10-24
2023,MP,138820,d4f27ecff9ad51cd4074b16834df281103907e7bcef388fae143cec334570609,1,132980,3643339,3201122,608522,19.01,505386,82094,0,876238,78611,1372854,NEW,3.8,47,2024-06-03
2020,LD,354057,f0bf919b04a215a37353e1717e8aaf26c0342c770fd2be227458b7b346843b7c,1,196988,788862,600487,31705,5.28,22499,9108,0,126893,376994,74901,OLD,3.25,89,2025-06-23
2019,RJ,217975,ec2c2a195a47eb197d295d7f0ec480c5b67902c316ac4fc819c96182d04c724f,1,172876,2951499,2082344,339872,16.32,377778,0,37906,211242,-116638,1276920,NEW,5.05,118,2025-05-15
2023,CG,059062,2cda29a14dea55bfa1f074be46b3a2efe95ec3d43102d4a86937a56882d83618,1,199659,5299650,3819200,636614,16.67,704901,0,68287,1254662,398021,31378,OLD,4.81,108,2024-11-04
2020,GA,068696,de13d9a2414be736d01163260041dd4debd9bbecf7e4eb008ba3c32a2e89c2c7,1,111934,1220349,1147617,167543,14.6,147817,5292,0,121270,3179,442153,OLD,2.65,44,2025-10-12
2019,JH,105086,b0a0b02065c1a0581aaaffe341d05061fbf90dc46d709c34a81f656fc6cda035,1,75532,1324957,825497,168960,20.47,156517,5136,0,46659,-4824,412368,NEW,3.99,49,2025-09-26
2025,PY,366984,8db86fe0b9234dc2719644324b99e2a8402818fede53dd74dd427ae8a7bd365e,0,13230,5697151,5247538,1635876,31.17,1696666,0,60790,1374888,198874,2320814,OLD,1.89,17,2024-03-21
2021,GJ,075256,2add972ceb39c6b5d83550f33bcacd1f39d049e75659abaf42cd12a66c260a50,1,146247,1926417,1221294,314690,25.77,307836,6592,0,320715,172909,452352,NEW,2.39,107,2025-04-15
2018,JK,336741,9a8dd90433085e4eb493cd0ce422103ac8dcc178ecc3f38ed7d529ce7cdf4e3d,1,53889,2329652,2263915,694405,30.67,402700,165383,0,438449,-30328,713884,OLD,0.56,38,2025-05-10
2021,TR,255670,b0df5990f1998df65b7c3c1b4eba88b9cb09d15cd22b6730ccb09e63f9287aab,1,3183,4153038,3084824,187017,6.06,150116,35059,0,23373,184687,92367,NEW,0.69,41,2024-06-08
2021,LA,345250,1a9e67ffb9ac8bfe0f6a8c93c17ac3586163e60403c4611b5c0c7e4e224b409c,1,160778,899225,778166,247327,31.78,128983,99695,0,63652,336704,159576,NEW,4.93,47,2024-05-23
2024,CH,304368,39e01231d52e10b4f6504c2bfabe57660893de7db32ad3d2b47b3c4b88ba1f75,0,85399,505230,436332,42608,9.77,44632,0,2024,119414,156692,175221,NEW,5.83,111,2024-05-08
2023,KL,126527,80a70d91c977ae56546d44ee33c25a765c2a66306cf8c97f2027b906304b2dc8,1,111025,5083087,4484240,134527,3.0,124149,9010,0,197637,211239,249283,NEW,2.99,119,2024-09-15
2019,CH,307510,a96deb19a635181c7e1098d56ccf2fc4225302d1ebb485ea43aa891e1090386f,1,157014,5693790,5064285,706951,13.96,836516,0,129565,1243349,363638,2004662,NEW,0.85,38,2024-07-20
2019,GJ,079191,81242cb675c47767b59eab0a4f627e0c8d4ca29c4a73212d5849495571865176,0,66485,5924040,3357758,264534,7.88,134702,3981,0,1141070,-17472,821800,NEW,0.62,78,2025-07-08
2022,KA,116132,3bb45343eb5744e1ff22f22495b2f43c2c30ef859ce4b44f21314936eaa52da0,1,163533,284602,189981,46332,24.39,37441,1463,0,26931,65272,45207,NEW,0.37,30,2025-12-23
2018,HR,081005,b4268036a6c07188aff6f4a97d9f06dadce797982bdbc1f029cc53060cac1dcf,1,117077,3249230,2108019,63240,3.0,61925,97,0,720291,389668,946561,NEW,5.28,56,2024-12-27
2020,CG,055874,e7f0c32a3b0db043db28a9833216e7aea6b1306e9a98efd093653d664992e55b,1,113954,5117483,4351882,763150,17.54,834789,0,71639,1180484,-28052,180001,NEW,2.71,87,2025-10-10
2019,BR,043157,51863c10e2e78680d4176bd6a858525af65dd7307368407195a1644fcc668f47,1,54445,5091732,4296538,397889,9.26,430801,0,32912,1103463,24733,1431192,OLD,5.29,61,2025-02-04
2018,GJ,070268,360e09cd232ba407a3d760f06f973bab53cf34df932989081e8b60e3e4913b41,0,157971,2261300,1532538,101384,6.62,56937,12309,0,230358,36351,929791,OLD,2.24,110,2026-02-04
2025,CG,050724,e0493e5c3e3fce2ef37edec8b6b3674dff30b5eb82a8032ea2741fd4af29f9a3,0,48961,3018135,2689831,753702,28.02,893782,0,140080,443013,349949,127346,NEW,3.57,62,2024-10-31
2018,MH,145913,f6dd76d970e2cd045ee4fc12a6244563b1e2e7fd15710cca0a4df7ac9686b1d4,1,124204,1027733,702966,115962,16.5,137423,0,21461,78654,-38418,117006,NEW,4.08,92,2025-08-08
2018,AS,039448,1d27554e8fe155debeff6dda85162dba1dae6bf6f25c339e10d9cd58366b5cd8,1,165850,964241,672521,70037,10.41,82310,0,12273,31326,93468,5936,NEW,0.4,57,2025-10-26
2025,AS,035055,01e7216871b314abb1f511e5cf920954f3f7c655b482db90ac94a6b204efe4dc,1,24176,2358322,1701543,406256,23.88,361929,9935,0,531867,110730,549714,NEW,4.12,89,2025-12-20
2019,PY,364452,9bd3cb8ea7e587895d28f6a1a306ca80575cf00f94a14ac3294af76f3c20cb40,0,80613,1497516,1303098,355773,27.3,379093,0,23320,367324,-73676,492581,NEW,4.82,99,2024-11-07
2024,BR,040886,750d73d3d84cd35962d2f3a8194f69a654399c731f430d6deeb3978e5934ff0d,1,135837,5841123,3242200,458667,14.15,211366,167199,0,85552,-53418,2435042,NEW,0.23,116,2024-10-06
2018,AS,036753,e22bcb249aab201b922bfd695b7cba3d9c6fe9ff77a345c07121458bada240c0,1,55523,618683,581425,33885,5.83,20479,11971,0,106372,94472,102462,NEW,0.45,42,2024-01-12
2019,AR,020554,059dfcfcece2b7c5a773e35bd05a7cd71c314d4ae740da8b02d8c17f210b3a54,1,6556,3244520,2750002,875017,31.82,414405,329794,0,769964,-70082,217181,OLD,3.18,68,2025-05-02
2018,CG,058411,32775895307422deafb9489b0b51bfc66fbfd2b616134d67f3b2764999621403,1,82426,3405572,2732076,313840,11.49,252468,41991,0,517576,438182,44572,OLD,5.83,85,2025-03-15
2023,PB,208164,2c25b5ec83fd51b3c97a42f5373664b5c4c08c5268aba16c662b5eafd142a961,1,99854,496789,323932,21302,6.58,24961,0,3659,5849,137072,72656,NEW,5.84,106,2024-11-04
2022,CH,309910,c7048eb29bd56bc44f792337a68751e7ad6d5d8cb42c08bc4425342fbbbe809a,1,184206,2727986,2421826,80062,3.31,73603,4723,0,10171,-116152,628807,NEW,0.75,14,2024-06-19
2021,UP,272842,fc134e7ebbe20bf5dc679018a63fc97ce7ea6e4d51be0c4bf3388626b9c51fc4,1,161642,5658019,5235358,207494,3.96,159563,2257,0,713055,222650,2293466,OLD,4.59,7,2025-11-11
2019,RJ,211617,cd3dead69691319a8cdc00662f4318e7b73590f199b14d84ffe92ed77f5a1c9d,1,36976,790887,605554,182740,30.18,189002,0,6262,185847,310413,77034,NEW,4.78,12,2026-02-25
2018,BR,042995,8c5078671f543751c2d5b26863b71aead482b335eb8803c1f66c7cdff1b99c2e,1,56139,989835,668889,202627,30.29,170261,20632,0,69007,226355,348010,NEW,5.27,18,2026-02-23
2022,WB,287995,28fa2f1222e6c9fdab6e2687a112cf27c84d0de5af0fae79a5939bab51c1d1a4,1,37860,1116847,797024,129547,16.25,99248,19362,0,97815,205665,241701,OLD,0.36,35,2024-12-20
2019,AR,022188,d7e95e50a71afeb20d58223d2d90f1864e3b05f00911fc17a149783373b724d5,1,182245,469922,342567,75872,22.15,68547,6098,0,93513,-67397,183453,OLD,5.84,34,2025-08-09
2022,TN,238874,f22c0b9d5ae60d6434ddb63c5853e813d8c88b73cd902f057c10fa68d7baacad,1,71399,5326885,3630504,967330,26.64,782996,29278,0,1067589,295918,2068851,NEW,4.95,15,2025-10-15
2023,MN,151541,6dd176f077353b1ba7ffa1495f1f41ee9d71341135b20aa3adf7250077d7f3bf,1,178343,415741,355974,63500,17.84,57990,5406,0,98077,433797,160460,OLD,3.69,113,2025-09-07
2024,DL,320488,89fd1a87e599f75162e38c66a9ddddabe36c4ae53fca88957adb22ba3c3d1734,0,13027,1794197,1250797,266962,21.34,278203,0,11241,376185,87624,324041,OLD,0.49,97,2024-10-06
2021,KL,122193,3e5d94ac522e95356fbfabd925a606c99506de5bb84ed4fe2720bbf45a050f5f,1,112210,4984059,4501220,1392819,30.94,1072379,294936,0,740034,-50605,776487,NEW,1.52,26,2025-11-24
2018,TN,237540,46a13556a934a7ed0557b40bf78f61feee1c593237d16bf9b9c0fcf1ea4b8aa5,1,15909,5972449,4475676,247109,5.52,180887,35054,0,1401665,1961,557109,NEW,2.15,49,2025-06-01
2020,ML,166022,6949c0b256acbc8159935015d379b19d4ba07887cc6de0e9563498008f4d80b1,1,111361,1045162,857506,38082,4.44,32252,1089,0,160541,256464,107435,NEW,5.16,47,2024-03-16
2024,OD,193547,d36ec495309dc24932765d71bd351e02c2420d2a515e9aa24bada5d93504f75d,1,3184,2256798,2161153,520773,24.1,585246,0,64473,339410,246251,625817,NEW,4.59,102,2024-05-08
2022,LA,346560,ccd3aa170a03a9b6fb8b058d12df645f2c0bbc45285583f3fd5fff2fd7662dc9,1,32103,1197049,887974,199851,22.51,147567,11563,0,4639,386525,518170,NEW,5.65,7,2025-01-14
2022,UK,266485,6f57c3f618b2a27525d2d4b4d1199f19629c1b97e2e3efd2d46babc4ad2a7908,1,30091,1275750,795109,47312,5.95,51011,0,3699,145262,111489,347873,NEW,2.59,103,2026-01-10
2021,MN,155547,7d0dd191d31b4b98816f9177d4de1e195b285472b559bf77265bc2f1c83ae172,0,142105,5673074,4461683,431769,9.68,385885,40853,0,60916,384316,1052598,NEW,5.51,12,2025-07-30
2019,MZ,175140,8a5e15b2d1ae94b33df5a46391ffff10fd3f5840d08cd0e3aede36ebf794a0ce,1,128437,2124540,1622236,355726,21.93,145818,79218,0,477367,37074,231765,OLD,5.38,64,2025-05-23
